PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
68443,2d 15h,7 days and 7h [Based on 8h on a working day],3780,2h 31m 9s,151,1,1,3,5,2026-07-01T14:48:10Z,2026-07-12T12:30:05Z,10d 21h 41m 55s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68443
68442,1h 1m 30s,1h 1m 30s,61,1h 1m 30s,61,0,0,0,0,2026-07-01T14:00:19Z,2026-07-01T15:42:35Z,1h 42m 16s,yuting1008,https://github.com/freeCodeCamp/freeCodeCamp/pull/68442
68422,0s,0s,0,0s,0,0,0,0,0,2026-06-30T23:39:03Z,2026-07-01T08:33:28Z,8h 54m 25s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68422
68419,1h,1h,60,1h,60,0,0,0,0,2026-06-30T20:47:02Z,2026-07-01T09:09:06Z,12h 22m 4s,k-anushka14,https://github.com/freeCodeCamp/freeCodeCamp/pull/68419
68415,3h,3h,180,3h,180,0,0,0,0,2026-06-30T18:36:13Z,2026-07-01T09:09:57Z,14h 33m 44s,yash5749,https://github.com/freeCodeCamp/freeCodeCamp/pull/68415
68412,3h,3h,180,3h,180,0,0,0,0,2026-06-30T18:12:50Z,2026-07-01T08:36:34Z,14h 23m 44s,thePranav-kpk,https://github.com/freeCodeCamp/freeCodeCamp/pull/68412
68405,19m 31s,19m 31s,19,11m 33s,11,1,0,1,2,2026-06-30T16:44:40Z,2026-06-30T17:40:46Z,56m 6s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68405
68396,8h 13m,1 day and 13m [Based on 8h on a working day],493,1 day [Based on 8h on a working day],480,1,1,1,3,2026-06-30T11:39:30Z,2026-07-02T13:13:22Z,2d 1h 33m 52s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68396
68394,1h 24m,1h 24m,84,1h 24m,84,0,0,0,0,2026-06-30T10:24:12Z,2026-06-30T14:24:54Z,4h 0m 42s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68394
68392,3h 30m,3h 30m,210,3h 30m,210,0,1,0,1,2026-06-30T09:48:37Z,2026-06-30T17:37:34Z,7h 48m 57s,thePranav-kpk,https://github.com/freeCodeCamp/freeCodeCamp/pull/68392
68377,0s,0s,0,0s,0,0,1,0,1,2026-06-29T22:37:12Z,2026-06-30T08:20:40Z,9h 43m 28s,lMedeirosl,https://github.com/freeCodeCamp/freeCodeCamp/pull/68377
68376,11h 49m,1 day and 3h 49m [Based on 8h on a working day],709,1 day and 3h 49m [Based on 8h on a working day],709,0,0,0,0,2026-06-29T20:58:28Z,2026-07-01T15:49:34Z,1d 18h 51m 6s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68376
68375,11h 34m,1 day and 3h 34m [Based on 8h on a working day],694,1 day and 3h 34m [Based on 8h on a working day],694,0,0,0,0,2026-06-29T20:13:15Z,2026-07-01T15:35:07Z,1d 19h 21m 52s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68375
68359,16h 31m,2 days and 31m [Based on 8h on a working day],991,1 day and 2h 12m [Based on 8h on a working day],612,0,0,2,2,2026-06-29T11:44:43Z,2026-07-02T13:31:39Z,3d 1h 46m 56s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/68359
68355,9h 37m,1 day and 1h 37m [Based on 8h on a working day],577,1 day and 1h 37m [Based on 8h on a working day],577,0,2,0,2,2026-06-29T10:10:08Z,2026-06-30T14:37:55Z,1d 4h 27m 47s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68355
68346,0s,0s,0,0s,0,0,0,0,0,2026-06-29T07:39:53Z,2026-06-29T09:05:01Z,1h 25m 8s,Kapilkrishnayadav,https://github.com/freeCodeCamp/freeCodeCamp/pull/68346
68343,0s,0s,0,0s,0,0,0,0,0,2026-06-29T07:30:09Z,2026-06-29T08:24:05Z,53m 56s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68343
68341,0s,0s,0,0s,0,0,0,0,0,2026-06-29T07:14:12Z,2026-06-29T08:25:12Z,1h 11m,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68341
68340,4h 28m 32s,4h 28m 32s,268,4h 28m 19s,268,0,0,1,1,2026-07-01T16:24:16Z,2026-07-01T20:52:54Z,4h 28m 38s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68340
68339,0s,0s,0,0s,0,0,0,0,0,2026-06-29T06:55:29Z,2026-06-29T08:28:12Z,1h 32m 43s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68339
68336,0s,0s,0,0s,0,0,0,0,0,2026-06-28T23:06:09Z,2026-06-29T06:45:26Z,7h 39m 17s,yzakmuz,https://github.com/freeCodeCamp/freeCodeCamp/pull/68336
68326,0s,0s,0,0s,0,0,0,0,0,2026-06-28T11:06:37Z,2026-06-29T06:29:45Z,19h 23m 8s,menika01012006,https://github.com/freeCodeCamp/freeCodeCamp/pull/68326
68325,0s,0s,0,0s,0,0,1,0,1,2026-06-28T09:40:35Z,2026-06-29T07:22:53Z,21h 42m 18s,Ayush2029,https://github.com/freeCodeCamp/freeCodeCamp/pull/68325
68323,0s,0s,0,0s,0,0,0,0,0,2026-06-28T06:47:59Z,2026-06-29T06:18:40Z,23h 30m 41s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68323
68320,0s,0s,0,0s,0,0,0,0,0,2026-06-28T05:15:13Z,2026-06-29T06:47:49Z,1d 1h 32m 36s,Siddhant21007,https://github.com/freeCodeCamp/freeCodeCamp/pull/68320
68319,0s,0s,0,0s,0,0,0,0,0,2026-06-28T04:05:10Z,2026-06-29T06:04:11Z,1d 1h 59m 1s,xNickRivera,https://github.com/freeCodeCamp/freeCodeCamp/pull/68319
68317,0s,0s,0,0s,0,1,0,1,2,2026-06-27T20:05:46Z,2026-06-29T08:15:57Z,1d 12h 10m 11s,Yaswanthram-396,https://github.com/freeCodeCamp/freeCodeCamp/pull/68317
68314,0s,0s,0,0s,0,0,0,0,0,2026-06-27T16:06:38Z,2026-06-29T06:33:13Z,1d 14h 26m 35s,vasslucas,https://github.com/freeCodeCamp/freeCodeCamp/pull/68314
68311,0s,0s,0,0s,0,0,0,0,0,2026-06-27T14:25:52Z,2026-06-27T16:02:25Z,1h 36m 33s,Udhaya-kumar-N,https://github.com/freeCodeCamp/freeCodeCamp/pull/68311
68305,0s,0s,0,0s,0,0,0,0,0,2026-06-27T12:53:14Z,2026-06-27T16:28:18Z,3h 35m 4s,Sudarshan180392,https://github.com/freeCodeCamp/freeCodeCamp/pull/68305
68300,0s,0s,0,0s,0,0,0,0,0,2026-06-27T12:21:34Z,2026-06-27T13:16:11Z,54m 37s,mika943,https://github.com/freeCodeCamp/freeCodeCamp/pull/68300
68299,0s,0s,0,0s,0,0,0,0,0,2026-06-27T11:58:09Z,2026-06-29T06:23:59Z,1d 18h 25m 50s,Psst02,https://github.com/freeCodeCamp/freeCodeCamp/pull/68299
68283,0s,0s,0,0s,0,0,1,0,1,2026-06-27T05:10:14Z,2026-06-27T08:16:34Z,3h 6m 20s,naresh-coder123,https://github.com/freeCodeCamp/freeCodeCamp/pull/68283
68278,13h 46m,1 day and 5h 46m [Based on 8h on a working day],826,2h,120,1,0,1,2,2026-06-26T19:31:23Z,2026-06-30T16:46:51Z,3d 21h 15m 28s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68278
68273,1h 15m 20s,1h 15m 20s,75,3m 11s,3,0,0,1,1,2026-06-26T15:43:07Z,2026-06-26T17:35:55Z,1h 52m 48s,aksantimyakaroland,https://github.com/freeCodeCamp/freeCodeCamp/pull/68273
68270,35m,35m,35,35m,35,0,0,0,0,2026-06-26T12:42:14Z,2026-06-26T14:10:22Z,1h 28m 8s,Budatichethana,https://github.com/freeCodeCamp/freeCodeCamp/pull/68270
68263,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-26T08:04:07Z,2026-06-29T06:26:32Z,2d 22h 22m 25s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68263
68253,1h 34m,1h 34m,94,1h 34m,94,0,0,0,0,2026-06-25T22:11:57Z,2026-06-26T15:11:45Z,16h 59m 48s,ayyagarisujanreddy123,https://github.com/freeCodeCamp/freeCodeCamp/pull/68253
68248,2h 41m 23s,2h 41m 23s,161,2h 41m 23s,161,0,0,0,0,2026-06-25T15:57:47Z,2026-06-25T19:40:43Z,3h 42m 56s,royalknight71,https://github.com/freeCodeCamp/freeCodeCamp/pull/68248
68246,16m 24s,16m 24s,16,16m 24s,16,0,0,0,0,2026-06-25T13:27:37Z,2026-06-25T14:20:46Z,53m 9s,NidhiPednekar,https://github.com/freeCodeCamp/freeCodeCamp/pull/68246
68229,0s,0s,0,0s,0,0,0,0,0,2026-06-25T06:01:37Z,2026-06-25T09:26:20Z,3h 24m 43s,Ayan-Bain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68229
68225,0s,0s,0,0s,0,0,0,0,0,2026-06-25T00:05:50Z,2026-06-25T08:54:41Z,8h 48m 51s,PricedTuna,https://github.com/freeCodeCamp/freeCodeCamp/pull/68225
68224,0s,0s,0,0s,0,0,0,0,0,2026-06-24T23:29:26Z,2026-06-25T07:21:34Z,7h 52m 8s,Eghani,https://github.com/freeCodeCamp/freeCodeCamp/pull/68224
68222,1h,1h,60,1h,60,0,0,0,0,2026-06-24T20:24:31Z,2026-06-25T17:42:16Z,21h 17m 45s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68222
68220,2h,2h,120,2h,120,0,0,0,0,2026-06-24T19:03:11Z,2026-06-25T06:39:08Z,11h 35m 57s,AlistairHeus,https://github.com/freeCodeCamp/freeCodeCamp/pull/68220
68215,10h 55m,1 day and 2h 55m [Based on 8h on a working day],655,5h,300,1,0,1,2,2026-06-24T16:50:08Z,2026-06-25T18:56:05Z,1d 2h 5m 57s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68215
68213,10h 59m,1 day and 2h 59m [Based on 8h on a working day],659,5h,300,0,0,1,1,2026-06-24T16:03:15Z,2026-06-25T19:00:08Z,1d 2h 56m 53s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68213
68207,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-24T10:11:26Z,2026-06-25T05:57:51Z,19h 46m 25s,omarhossdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/68207
68203,0s,0s,0,0s,0,3,0,1,4,2026-06-24T09:37:24Z,2026-06-24T10:23:59Z,46m 35s,TechGenius-Karan,https://github.com/freeCodeCamp/freeCodeCamp/pull/68203
68196,0s,0s,0,0s,0,1,0,1,2,2026-06-24T07:15:34Z,2026-06-24T11:54:06Z,4h 38m 32s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68196
68194,0s,0s,0,0s,0,0,0,0,0,2026-06-24T06:21:16Z,2026-06-24T07:00:07Z,38m 51s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68194
68192,0s,0s,0,0s,0,0,0,0,0,2026-06-24T06:03:56Z,2026-06-24T06:48:38Z,44m 42s,TScom-dew,https://github.com/freeCodeCamp/freeCodeCamp/pull/68192
68186,1d 1h,3 days and 1h [Based on 8h on a working day],1500,3 days and 1h [Based on 8h on a working day],1500,0,1,0,1,2026-06-23T20:51:52Z,2026-06-29T06:59:31Z,5d 10h 7m 39s,rixyll,https://github.com/freeCodeCamp/freeCodeCamp/pull/68186
68184,2h,2h,120,2h,120,0,1,0,1,2026-06-23T19:50:51Z,2026-06-24T06:55:17Z,11h 4m 26s,RandomPerson208,https://github.com/freeCodeCamp/freeCodeCamp/pull/68184
68182,4h,4h,240,4h,240,0,1,0,1,2026-06-23T17:45:00Z,2026-06-24T07:39:07Z,13h 54m 7s,Shush-6,https://github.com/freeCodeCamp/freeCodeCamp/pull/68182
68175,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-23T13:04:44Z,2026-06-24T06:53:48Z,17h 49m 4s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68175
68174,8h,1 day [Based on 8h on a working day],480,1h 37m,97,2,0,1,3,2026-06-23T12:52:57Z,2026-06-24T07:03:59Z,18h 11m 2s,asura-king-sys,https://github.com/freeCodeCamp/freeCodeCamp/pull/68174
68173,1h 42m,1h 42m,102,1h 42m,102,0,0,0,0,2026-06-23T12:24:39Z,2026-06-23T15:19:44Z,2h 55m 5s,karthi1048,https://github.com/freeCodeCamp/freeCodeCamp/pull/68173
68166,1h 36m,1h 36m,96,1h 36m,96,0,0,0,0,2026-06-23T09:45:32Z,2026-06-23T15:13:29Z,5h 27m 57s,AsthaChoudhury,https://github.com/freeCodeCamp/freeCodeCamp/pull/68166
68165,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,3,1,1,5,2026-06-23T09:18:08Z,2026-06-24T07:04:22Z,21h 46m 14s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68165
68151,0s,0s,0,0s,0,0,0,0,0,2026-06-23T05:35:41Z,2026-06-23T06:41:28Z,1h 5m 47s,jayasimha-reddy-code,https://github.com/freeCodeCamp/freeCodeCamp/pull/68151
68150,0s,0s,0,0s,0,0,0,0,0,2026-06-23T04:41:55Z,2026-06-23T06:51:51Z,2h 9m 56s,Vishhh03,https://github.com/freeCodeCamp/freeCodeCamp/pull/68150
68148,0s,0s,0,0s,0,0,0,0,0,2026-06-22T23:50:30Z,2026-06-23T06:25:37Z,6h 35m 7s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68148
68143,12m 15s,12m 15s,12,12m 15s,12,0,0,0,0,2026-06-22T15:20:02Z,2026-06-22T16:09:17Z,49m 15s,Soubhagya003,https://github.com/freeCodeCamp/freeCodeCamp/pull/68143
68141,4h 38m,4h 38m,278,2h 47m,167,1,0,1,2,2026-06-22T12:29:58Z,2026-06-22T18:11:19Z,5h 41m 21s,Lonny154,https://github.com/freeCodeCamp/freeCodeCamp/pull/68141
68136,2h 51m,2h 51m,171,2h 51m,171,0,0,0,0,2026-06-22T10:28:06Z,2026-06-22T16:28:41Z,6h 0m 35s,Atulya-Juyal,https://github.com/freeCodeCamp/freeCodeCamp/pull/68136
68133,2h 42m,2h 42m,162,2h 42m,162,0,0,0,0,2026-06-22T09:29:36Z,2026-06-22T16:18:34Z,6h 48m 58s,Pranav-0018,https://github.com/freeCodeCamp/freeCodeCamp/pull/68133
68130,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-22T08:42:26Z,2026-06-23T06:10:44Z,21h 28m 18s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68130
68122,0s,0s,0,0s,0,0,0,0,0,2026-06-22T01:52:59Z,2026-06-22T07:22:48Z,5h 29m 49s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68122
68113,9h 49m,1 day and 1h 49m [Based on 8h on a working day],589,1 day [Based on 8h on a working day],480,0,0,1,1,2026-06-21T13:13:02Z,2026-06-23T14:49:26Z,2d 1h 36m 24s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68113
68112,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-21T13:11:37Z,2026-06-23T07:12:14Z,1d 18h 0m 37s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68112
68108,4h 32m,4h 32m,272,4h 32m,272,0,0,0,0,2026-06-20T17:53:07Z,2026-06-22T17:32:31Z,1d 23h 39m 24s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68108
68107,23h 37m,2 days and 7h 37m [Based on 8h on a working day],1417,4h 13m,253,2,0,3,5,2026-06-20T17:08:22Z,2026-06-24T20:51:56Z,4d 3h 43m 34s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68107
68105,0s,0s,0,0s,0,0,0,0,0,2026-06-20T08:46:39Z,2026-06-22T08:04:39Z,1d 23h 18m,umang-jpg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68105
68094,0s,0s,0,0s,0,0,0,0,0,2026-06-19T06:41:40Z,2026-06-19T07:51:05Z,1h 9m 25s,itsmdshahin,https://github.com/freeCodeCamp/freeCodeCamp/pull/68094
68089,0s,0s,0,0s,0,0,0,0,0,2026-06-19T02:59:56Z,2026-06-19T07:24:35Z,4h 24m 39s,vrbaghel,https://github.com/freeCodeCamp/freeCodeCamp/pull/68089
68088,0s,0s,0,0s,0,0,0,0,0,2026-06-19T00:00:39Z,2026-06-19T07:08:55Z,7h 8m 16s,amaad31,https://github.com/freeCodeCamp/freeCodeCamp/pull/68088
68074,1h 4m 56s,1h 4m 56s,64,1h 4m 56s,64,0,0,0,0,2026-06-18T16:23:00Z,2026-06-18T18:05:38Z,1h 42m 38s,ferdefalco,https://github.com/freeCodeCamp/freeCodeCamp/pull/68074
68060,1h 12m 29s,1h 12m 29s,72,1h 12m 29s,72,0,0,0,0,2026-06-18T13:23:23Z,2026-06-18T15:12:40Z,1h 49m 17s,Dhananjay0376,https://github.com/freeCodeCamp/freeCodeCamp/pull/68060
68058,1h 21m,1h 21m,81,1h 21m,81,0,0,0,0,2026-06-18T12:15:23Z,2026-06-18T14:56:02Z,2h 40m 39s,Javedshah11,https://github.com/freeCodeCamp/freeCodeCamp/pull/68058
68055,1h 29m,1h 29m,89,1h 29m,89,0,0,0,0,2026-06-18T11:20:30Z,2026-06-18T14:29:16Z,3h 8m 46s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68055
68054,1h 24m,1h 24m,84,1h 24m,84,0,0,0,0,2026-06-18T11:15:23Z,2026-06-18T14:24:03Z,3h 8m 40s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68054
68044,0s,0s,0,0s,0,1,0,1,2,2026-06-18T08:09:26Z,2026-06-18T14:55:32Z,6h 46m 6s,tejasz29,https://github.com/freeCodeCamp/freeCodeCamp/pull/68044
68043,0s,0s,0,0s,0,0,0,0,0,2026-06-18T07:39:46Z,2026-06-18T08:21:10Z,41m 24s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68043
68041,0s,0s,0,0s,0,1,0,1,2,2026-06-18T07:28:44Z,2026-06-18T09:12:53Z,1h 44m 9s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68041
68034,0s,0s,0,0s,0,0,0,0,0,2026-06-18T01:13:41Z,2026-06-18T06:31:42Z,5h 18m 1s,gustavopurkoot,https://github.com/freeCodeCamp/freeCodeCamp/pull/68034
68033,0s,0s,0,0s,0,0,0,0,0,2026-06-18T00:11:40Z,2026-06-18T06:25:44Z,6h 14m 4s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68033
68025,22m 36s,22m 36s,22,22m 36s,22,0,0,0,0,2026-06-17T17:18:53Z,2026-06-17T18:16:57Z,58m 4s,DogAwesome21,https://github.com/freeCodeCamp/freeCodeCamp/pull/68025
68024,34m,34m,34,34m,34,0,1,0,1,2026-06-17T17:05:17Z,2026-06-17T18:14:32Z,1h 9m 15s,kanan010506,https://github.com/freeCodeCamp/freeCodeCamp/pull/68024
68022,37m 29s,37m 29s,37,37m 29s,37,0,0,0,0,2026-06-17T16:22:29Z,2026-06-17T17:00:02Z,37m 33s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68022
68015,32m,32m,32,32m,32,0,0,0,0,2026-06-17T12:58:22Z,2026-06-17T13:38:26Z,40m 4s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68015
68012,26m,26m,26,26m,26,0,1,0,1,2026-06-17T09:58:04Z,2026-06-17T13:26:33Z,3h 28m 29s,TEE0207,https://github.com/freeCodeCamp/freeCodeCamp/pull/68012
68006,1h 15m,1h 15m,75,0s,0,1,0,1,2,2026-06-17T06:46:08Z,2026-06-17T16:40:52Z,9h 54m 44s,Mayank777-hub,https://github.com/freeCodeCamp/freeCodeCamp/pull/68006
67997,1h 7m 19s,1h 7m 19s,67,1h 3m 14s,63,2,0,1,3,2026-06-16T17:34:19Z,2026-06-16T19:17:16Z,1h 42m 57s,oLucasJard,https://github.com/freeCodeCamp/freeCodeCamp/pull/67997
67992,7h 33m,7h 33m,453,6h,360,6,0,6,12,2026-06-16T15:06:52Z,2026-06-17T14:37:01Z,23h 30m 9s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67992
67991,12m 41s,12m 41s,12,12m 41s,12,0,0,0,0,2026-06-16T14:04:07Z,2026-06-16T14:43:13Z,39m 6s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67991
67989,23m,23m,23,23m,23,0,0,1,1,2026-06-16T12:13:10Z,2026-06-16T14:02:32Z,1h 49m 22s,divyaanshupal,https://github.com/freeCodeCamp/freeCodeCamp/pull/67989
67988,0s,0s,0,0s,0,0,1,0,1,2026-06-16T08:31:46Z,2026-06-16T10:01:17Z,1h 29m 31s,kanan010506,https://github.com/freeCodeCamp/freeCodeCamp/pull/67988
67981,8h 45m,1 day and 45m [Based on 8h on a working day],525,1 day and 45m [Based on 8h on a working day],525,0,1,0,1,2026-06-16T05:39:32Z,2026-06-17T14:10:10Z,1d 8h 30m 38s,bikeshgyawali,https://github.com/freeCodeCamp/freeCodeCamp/pull/67981
67973,11h,1 day and 3h [Based on 8h on a working day],660,1h 20m 47s,80,1,1,3,5,2026-06-15T18:56:07Z,2026-06-17T07:17:30Z,1d 12h 21m 23s,Vanishagupta18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67973
67972,18h 46m,2 days and 2h 46m [Based on 8h on a working day],1126,2 days and 2h 46m [Based on 8h on a working day],1126,0,1,0,1,2026-06-15T17:08:18Z,2026-06-17T19:46:41Z,2d 2h 38m 23s,Adarsh-N-Mogaveera,https://github.com/freeCodeCamp/freeCodeCamp/pull/67972
67971,5h,5h,300,5h,300,0,0,0,0,2026-06-15T16:54:44Z,2026-06-16T10:33:18Z,17h 38m 34s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67971
67970,6h,6h,360,6h,360,0,0,0,0,2026-06-15T15:55:43Z,2026-06-16T08:39:41Z,16h 43m 58s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67970
67968,1h 54m 49s,1h 54m 49s,114,1h 54m 49s,114,0,1,0,1,2026-06-15T15:14:34Z,2026-06-15T17:47:10Z,2h 32m 36s,mariamanbar,https://github.com/freeCodeCamp/freeCodeCamp/pull/67968
67961,19h,2 days and 3h [Based on 8h on a working day],1140,5h,300,38,0,10,48,2026-06-15T16:02:54Z,2026-06-19T14:53:38Z,3d 22h 50m 44s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/67961
67960,1h 27m,1h 27m,87,1h 27m,87,0,0,0,0,2026-06-15T10:59:46Z,2026-06-15T14:27:13Z,3h 27m 27s,dragon-slayer27,https://github.com/freeCodeCamp/freeCodeCamp/pull/67960
67951,10h 2m,1 day and 2h 2m [Based on 8h on a working day],602,0s,0,8,0,3,11,2026-06-14T18:06:14Z,2026-06-16T15:27:26Z,1d 21h 21m 12s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67951
67946,10h 26m,1 day and 2h 26m [Based on 8h on a working day],626,1 day and 1h 25m [Based on 8h on a working day],565,1,0,1,2,2026-06-14T14:43:03Z,2026-06-16T15:53:11Z,2d 1h 10m 8s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67946
67945,0s,0s,0,0s,0,0,0,0,0,2026-06-14T14:34:31Z,2026-06-15T08:00:44Z,17h 26m 13s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67945
67940,8h,1 day [Based on 8h on a working day],480,0s,0,0,0,1,1,2026-06-13T20:06:30Z,2026-06-16T09:44:52Z,2d 13h 38m 22s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/67940
67935,1h 37m,1h 37m,97,0s,0,0,0,1,1,2026-06-13T14:48:33Z,2026-06-15T14:37:35Z,1d 23h 49m 2s,Anurag-Mishra2006,https://github.com/freeCodeCamp/freeCodeCamp/pull/67935
67915,2h 19m 16s,2h 19m 16s,139,2h 19m 16s,139,0,0,0,0,2026-06-12T16:45:31Z,2026-06-12T19:41:29Z,2h 55m 58s,Mudassir55,https://github.com/freeCodeCamp/freeCodeCamp/pull/67915
67911,0s,0s,0,0s,0,0,3,0,3,2026-06-12T11:47:54Z,2026-06-12T13:21:59Z,1h 34m 5s,lissy93,https://github.com/freeCodeCamp/freeCodeCamp/pull/67911
67910,17m,17m,17,17m,17,0,0,0,0,2026-06-12T10:12:26Z,2026-06-12T13:53:54Z,3h 41m 28s,flopez0294,https://github.com/freeCodeCamp/freeCodeCamp/pull/67910
67905,6h 32m,6h 32m,392,6h 32m,392,0,0,0,0,2026-06-12T06:45:07Z,2026-06-12T20:08:41Z,13h 23m 34s,omarkurtovic,https://github.com/freeCodeCamp/freeCodeCamp/pull/67905
67902,0s,0s,0,0s,0,0,0,0,0,2026-06-12T02:45:27Z,2026-06-12T08:55:32Z,6h 10m 5s,ezforhamza,https://github.com/freeCodeCamp/freeCodeCamp/pull/67902
67898,9h 17m,1 day and 1h 17m [Based on 8h on a working day],557,0s,0,2,0,2,4,2026-06-11T22:48:45Z,2026-06-15T14:39:01Z,3d 15h 50m 16s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/67898
67892,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-11T11:03:17Z,2026-06-12T08:06:46Z,21h 3m 29s,kmohan12-code,https://github.com/freeCodeCamp/freeCodeCamp/pull/67892
67889,0s,0s,0,0s,0,0,0,0,0,2026-06-11T08:41:17Z,2026-06-11T09:37:18Z,56m 1s,mahimathacker,https://github.com/freeCodeCamp/freeCodeCamp/pull/67889
67883,1d 1h,3 days and 1h [Based on 8h on a working day],1500,1 day and 1h [Based on 8h on a working day],540,19,0,2,21,2026-06-10T20:38:32Z,2026-06-16T09:16:27Z,5d 12h 37m 55s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/67883
67880,17h 57m,2 days and 1h 57m [Based on 8h on a working day],1077,2 days and 1h 57m [Based on 8h on a working day],1077,0,0,0,0,2026-06-10T17:00:16Z,2026-06-12T18:57:15Z,2d 1h 56m 59s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67880
67879,51m 16s,51m 16s,51,5m 50s,5,2,0,3,5,2026-06-10T14:50:58Z,2026-06-10T16:21:11Z,1h 30m 13s,kavyabhand,https://github.com/freeCodeCamp/freeCodeCamp/pull/67879
67878,1h 17m 36s,1h 17m 36s,77,1h 17m 36s,77,0,0,0,0,2026-06-10T13:34:50Z,2026-06-10T16:33:15Z,2h 58m 25s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67878
67869,0s,0s,0,0s,0,0,0,0,0,2026-06-10T05:52:22Z,2026-06-10T07:22:54Z,1h 30m 32s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/67869
67864,3h,3h,180,3h,180,1,0,1,2,2026-06-09T18:10:14Z,2026-06-10T10:46:36Z,16h 36m 22s,debojeetmitra,https://github.com/freeCodeCamp/freeCodeCamp/pull/67864
